"D1","D3","D4","D4.1","D4.3","D62","D632","D6M","D7","D7.1","D7.3","D9","D9.1","D9.3","D92","NP","OEC","OED","OTE","P2","P3","P5","P51G","P5LN","code","description","epoch","segment_code","year"
4633.803381191175,3.810693570058532,0.0,0,0.0,0.0,0.0,0.0,8661.706484743043,0,1.2702311900195107,1068.2644308064084,0,44.458091650682874,0,10.161849520156085,3977.093855951088,575.4147290788384,18738.45051516782,3401.6791268722495,7823.353899330166,383.60981938589225,0,393.7716689060483,"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs",946684800000.0,"GF01",2000
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2029.829441651178,0,5.080924760078043,796.4349561422332,0,123.21242543189254,0,0.0,83.8352585412877,0.0,2954.557747985382,83.8352585412877,125.75288781193156,44.458091650682874,0,44.458091650682874,"GF0102"," Foreign Economic Aid",946684800000.0,"GF01",2000
0.0,7.621387140117064,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.621387140117064,0,0.0,0,0.0,212.1286087332583,0.0,227.37138301349242,212.1286087332583,83.8352585412877,0.0,0,0.0,"GF0103"," General Services",946684800000.0,"GF01",2000
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.621387140117064,0,0.0,0,0.0,20.32369904031217,0.0,77.48410259119015,20.32369904031217,36.83670451056581,49.539016410760915,0,49.539016410760915,"GF0104"," Basic Research",946684800000.0,"GF01",2000
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,10.161849520156085,0.0,25.404623800390212,10.161849520156085,16.51300547025364,15.242774280234128,0,15.242774280234128,"GF0105"," Research and Development General Public Services",946684800000.0,"GF01",2000
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.242774280234128,0,15.242774280234128,0,0.0,105.42918877161938,0.0,120.67196305185351,105.42918877161938,105.42918877161938,0.0,0,0.0,"GF0106"," General Public Services not elsewhere classified",946684800000.0,"GF01",2000
0.0,0.0,34603.63807851151,0,74.94364021115113,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,-1.2702311900195107,0.0,34602.36784732149,-1.2702311900195107,-1.2702311900195107,0.0,0,0.0,"GF0107"," Public Debt Transactions",946684800000.0,"GF01",2000
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33656.045610756955,0,33656.045610756955,0.0,0,0.0,0,0.0,0.0,0.0,33656.045610756955,0.0,0.0,0.0,0,0.0,"GF0108"," Transfers between different levels of Government",946684800000.0,"GF01",2000
11268.220886663079,0.0,0.0,0,0.0,0.0,0.0,0.0,15.242774280234128,0,0.0,0.0,0,0.0,0,13.972543090214618,9699.485366988984,0.0,27807.901211907127,9699.485366988984,27859.98069069793,6810.979640884616,0,6824.952183974831,"GF0201"," Military Defence",946684800000.0,"GF02",2000
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.810693570058532,0,3.810693570058532,0.0,0,0.0,0,0.0,1.2702311900195107,0.0,5.080924760078043,1.2702311900195107,1.2702311900195107,0.0,0,0.0,"GF0202"," Civil Defence",946684800000.0,"GF02",2000
