"D1","D3","D4","D4.1","D4.3","D62","D632","D6M","D7","D7.1","D7.3","D9","D9.1","D9.3","D92","NP","OEC","OED","OTE","P2","P3","P5","P51G","P5LN","code","description","epoch","segment_code","year"
5068.041679288306,32.47257826546283,0.0,0,0.0,0.0,0.0,0.0,7288.934085658353,0,10.437614442470196,296.89214414137444,0,301.5310838935834,0,54.507542088455466,5702.416690402883,614.6595171676893,19177.376935631906,5087.757173235194,8941.5563723828,734.1122157870705,0,788.6197578755259,"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs",1072915200000.0,"GF01",2004
105.5358793627542,0.0,0.0,0,0.0,0.0,0.0,0.0,2418.047345838929,0,1.159734938052244,845.4467698400858,0,38.27125295572405,0,0.0,146.12660219458274,0.0,3556.907055006232,146.12660219458274,291.0934694511132,41.75045776988078,0,41.75045776988078,"GF0102"," Foreign Economic Aid",1072915200000.0,"GF01",2004
303.8505537696879,0.0,0.0,0,0.0,0.0,0.0,0.0,85.82038541586606,0,0.0,16.236289132731414,0,0.0,0,0.0,230.78725267239653,0.0,687.7228182649807,230.78725267239653,437.22007164569595,51.028337274298735,0,51.028337274298735,"GF0103"," General Services",1072915200000.0,"GF01",2004
1.159734938052244,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,32.47257826546283,0.0,221.5093731679786,32.47257826546283,8.118144566365707,187.8770599644635,0,187.8770599644635,"GF0104"," Basic Research",1072915200000.0,"GF01",2004
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.79867469026122,0,0.0,0,0.0,19.715493946888145,0.0,49.86860233624649,19.715493946888145,23.19469876104488,24.35443369909712,0,24.35443369909712,"GF0105"," Research and Development General Public Services",1072915200000.0,"GF01",2004
63.78542159287342,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.4792048141567316,0,3.4792048141567316,0,0.0,165.84209614147088,0.0,235.42619242460552,165.84209614147088,228.46778279629206,2.319469876104488,0,2.319469876104488,"GF0106"," General Public Services not elsewhere classified",1072915200000.0,"GF01",2004
0.0,0.0,29242.71646298733,0,26.67390357520161,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,91.61906010612726,0.0,29334.335523093458,91.61906010612726,91.61906010612726,0.0,0,0.0,"GF0107"," Public Debt Transactions",1072915200000.0,"GF01",2004
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35178.239875938714,0,35178.239875938714,0.0,0,0.0,0,0.0,0.0,0.0,35178.239875938714,0.0,0.0,0.0,0,0.0,"GF0108"," Transfers between different levels of Government",1072915200000.0,"GF01",2004
11081.26733308919,0.0,0.0,0,0.0,0.0,0.0,0.0,22.034963822992633,0,0.0,0.0,0,0.0,0,30.15310838935834,10550.108731461263,0.0,29817.944992261244,10550.108731461263,27800.00620005034,8134.380855498439,0,8164.533963887798,"GF0201"," Military Defence",1072915200000.0,"GF02",2004
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.118144566365707,0,8.118144566365707,0.0,0,0.0,0,0.0,10.437614442470196,0.0,71.90356615923912,10.437614442470196,24.35443369909712,53.34780715040322,0,53.34780715040322,"GF0202"," Civil Defence",1072915200000.0,"GF02",2004
208.7522888494039,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,1034.4835647426016,0.0,1243.2358535920055,1034.4835647426016,1280.3473716096773,0.0,0,0.0,"GF0203"," Foreign Military Aid",1072915200000.0,"GF02",2004
6.958409628313463,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.4792048141567316,0,0.0,0,0.0,509.1236378049351,0.0,1224.6800945831696,509.1236378049351,728.3135410968092,705.1188423357643,0,705.1188423357643,"GF0204"," Research and Development Defence",1072915200000.0,"GF02",2004
1402.119540105163,0.0,0.0,0,0.0,0.0,0.0,0.0,176.27971058394107,0,0.0,0.0,0,0.0,0,0.0,1606.232889202358,0.0,3306.4043083869474,1606.232889202358,3059.3807665818194,121.77216849548562,0,121.77216849548562,"GF0205"," Defence not elsewhere classified",1072915200000.0,"GF02",2004
1501.8567447776559,-4.638939752208976,0.0,0,0.0,0.0,0.0,0.0,7745.869651250937,0,7510.443458826332,422.1435174510168,0,419.8240475749123,0,0.0,2166.3848642815915,0.0,12120.389837584002,2166.3848642815915,3653.1650548645684,288.77399957500876,0,288.77399957500876,"GF0301"," Police services",1072915200000.0,"GF03",2004
63.78542159287342,0.0,0.0,0,0.0,0.0,0.0,0.0,57.9867469026122,0,57.9867469026122,26.67390357520161,0,4.638939752208976,0,0.0,74.22303603534361,0.0,227.3080478582398,74.22303603534361,142.647397380426,4.638939752208976,0,4.638939752208976,"GF0302"," Fire protection services",1072915200000.0,"GF03",2004
2058.529515042733,0.0,0.0,0,0.0,0.0,0.0,0.0,581.0272039641742,0,459.2550354686886,51.028337274298735,0,49.86860233624649,0,0.0,5711.694569907301,0.0,8586.677481338815,5711.694569907301,6929.416254862157,184.39785515030678,0,184.39785515030678,"GF0303"," Law Courts",1072915200000.0,"GF03",2004
2055.050310228576,0.0,0.0,0,0.0,0.0,0.0,0.0,270.2182405661728,0,0.0,0.0,0,0.0,0,0.0,1572.6005759988427,0.0,4325.81131893487,1572.6005759988427,3382.9468142983956,427.942192141278,0,427.942192141278,"GF0304"," Prisons",1072915200000.0,"GF03",2004
