"segment_code","epoch","year","annual_segment_total","denominator","annual_segment_%","series_delta","series_shift","series_delta_%"
"GF08",1546300800000.0,2019,7373.300631024045,715007.3288338899,1.0312202873569436,-243.61471688594065,7616.915347909986,-3.198338247946872
"GF08",1577836800000.0,2020,7025.460185472544,837797.0563308417,0.8385634841259487,-347.84044555150103,7373.300631024045,-4.717567653323679
"GF08",1609459200000.0,2021,8155.898863732186,837884.5692343368,0.9733917013396115,1130.438678259642,7025.460185472544,16.090599738892504
"GF09",788918400000.0,1995,42721.19604180267,423307.088073869,10.09224679799069,"",8155.898863732186,""
"GF09",820454400000.0,1996,41040.609588745676,414341.2785615329,9.905025570038836,-1680.586453056996,42721.19604180267,-3.9338469162065195
"GF09",852076800000.0,1997,41059.769913150725,421170.16571296676,9.748973990986228,19.160324405049323,41040.609588745676,0.046686256849127174
"GF09",883612800000.0,1998,40903.27615428979,426057.95400142495,9.600401957089854,-156.49375886093185,41059.769913150725,-0.38113647298059905
"GF09",915148800000.0,1999,43674.400185295744,433180.5043689994,10.082263570221123,2771.124031005951,40903.27615428979,6.774821705119885
"GF09",946684800000.0,2000,47822.93407304456,450173.74443648465,10.623217072090249,4148.5338877488175,43674.400185295744,9.49877701845472
"GF09",978307200000.0,2001,51954.50505011202,472901.52249447966,10.986326450390843,4131.570977067458,47822.93407304456,8.63930885285481
"GF09",1009843200000.0,2002,59810.618549833714,501423.0315539717,11.92817537010082,7856.113499721694,51954.50505011202,15.121140105452232
"GF09",1041379200000.0,2003,64323.97204134391,537273.6255873066,11.97229288354325,4513.353491510199,59810.618549833714,7.546073926237212
"GF09",1072915200000.0,2004,67022.24180497722,564143.7827360097,11.880347502888318,2698.2697636333105,64323.97204134391,4.194812101931472
"GF09",1104537600000.0,2005,70717.4891998338,595271.209238224,11.879877289938456,3695.247394856575,67022.24180497722,5.513464329661019
"GF09",1136073600000.0,2006,73133.22928336874,603188.4740736743,12.12444077212857,2415.74008353494,70717.4891998338,3.416043344961712
"GF09",1167609600000.0,2007,75247.62063959136,621464.4474668961,12.108113496484386,2114.3913562226226,73133.22928336874,2.8911499969870156
"GF09",1199145600000.0,2008,79372.1937915058,669750.1009420848,11.85101632382872,4124.573151914432,75247.62063959136,5.481333651291955
"GF09",1230768000000.0,2009,81517.62418805494,679475.8256400658,11.997133836404757,2145.4303965491417,79372.1937915058,2.702999997939757
"GF09",1262304000000.0,2010,83230.0,702234.0,11.852174631248273,1712.375811945065,81517.62418805494,2.1006203615487427
"GF09",1293840000000.0,2011,77547.66839676241,686730.057499068,11.292307297451831,-5682.331603237588,83230.0,-6.827263730911437
"GF09",1325376000000.0,2012,77517.8999122235,706334.1337588404,10.974678442864265,-29.7684845389158,77547.66839676241,-0.03838733665931679
"GF09",1356998400000.0,2013,75325.04395168765,680792.7982464001,11.064312687459596,-2192.855960535846,77517.8999122235,-2.8288381948155217
"GF09",1388534400000.0,2014,79424.92614490844,695392.8783817684,11.421590386392255,4099.882193220794,75325.04395168765,5.442920412831616
"GF09",1420070400000.0,2015,79066.57031986988,695609.1502945537,11.366522462562397,-358.3558250385686,79424.92614490844,-0.4511881123877395
"GF09",1451606400000.0,2016,78731.80724072646,689679.7248580637,11.415705638864399,-334.7630791434203,79066.57031986988,-0.423393954978837
"GF09",1483228800000.0,2017,78835.76528384026,698917.1762007198,11.279700652427474,103.95804311380198,78731.80724072646,0.13204071741417675
"GF09",1514764800000.0,2018,79735.82521246847,707433.189996761,11.271145648797384,900.0599286282086,78835.76528384026,1.1416898477329842
"GF09",1546300800000.0,2019,80862.22052335905,715007.3288338899,11.309285550294677,1126.3953108905844,79735.82521246847,1.412658999752156
"GF09",1577836800000.0,2020,83602.81429285304,837797.0563308417,9.978886134906485,2740.593769493993,80862.22052335905,3.3892140875630603
"GF09",1609459200000.0,2021,87511.86200986593,837884.5692343368,10.444381627630966,3909.047717012887,83602.81429285304,4.675736995311962
"GF10",788918400000.0,1995,155169.2733394939,423307.088073869,36.65643163348499,"",87511.86200986593,""
"GF10",820454400000.0,1996,152613.12861078954,414341.2785615329,36.83271170582279,-2556.1447287043557,155169.2733394939,-1.6473266089941545
"GF10",852076800000.0,1997,156804.15424445263,421170.16571296676,37.2305939522119,4191.025633663085,152613.12861078954,2.746176342633988
"GF10",883612800000.0,1998,156196.3183295451,426057.95400142495,36.660815004764046,-607.8359149075404,156804.15424445263,-0.3876401858333063
"GF10",915148800000.0,1999,157845.3076561593,433180.5043689994,36.438691507155355,1648.9893266142171,156196.3183295451,1.0557158736194776
"GF10",946684800000.0,2000,160914.15738286162,450173.74443648465,35.744900579284035,3068.8497267023195,157845.3076561593,1.9442134658746502
"GF10",978307200000.0,2001,171810.16973564326,472901.52249447966,36.33106715947375,10896.012352781632,160914.15738286162,6.771319895027537
"GF10",1009843200000.0,2002,178349.27185899604,501423.0315539717,35.568623823734164,6539.102123352786,171810.16973564326,3.806004111057113
"GF10",1041379200000.0,2003,190819.45005979427,537273.6255873066,35.516251119009425,12470.178200798226,178349.27185899604,6.991998380939408
"GF10",1072915200000.0,2004,199839.72585047243,564143.7827360097,35.423544841933875,9020.275790678163,190819.45005979427,4.727125975812011
"GF10",1104537600000.0,2005,202735.77843712142,595271.209238224,34.057716094914944,2896.0525866489916,199839.72585047243,1.4491876298989355
"GF10",1136073600000.0,2006,202874.97937426856,603188.4740736743,33.63376259565085,139.20093714713585,202735.77843712142,0.06866125861958257
"GF10",1167609600000.0,2007,208585.73363684313,621464.4474668961,33.56358267750368,5710.75426257457,202874.97937426856,2.8149130465414545
"GF10",1199145600000.0,2008,215027.20265637062,669750.1009420848,32.10558719646459,6441.469019527489,208585.73363684313,3.088163752724512
"GF10",1230768000000.0,2009,231246.04623341843,679475.8256400658,34.033005665151485,16218.84357704781,215027.20265637062,7.542693843702521
"GF10",1262304000000.0,2010,239944.0,702234.0,34.168667424248895,8697.953766581573,231246.04623341843,3.761341613513214
"GF10",1293840000000.0,2011,240007.46821887515,686730.057499068,34.94931750809537,63.468218875146704,239944.0,0.02645126315938165
"GF10",1325376000000.0,2012,247114.90260069218,706334.1337588404,34.985552982643085,7107.434381817031,240007.46821887515,2.9613388427294254
"GF10",1356998400000.0,2013,239859.7454309809,680792.7982464001,35.23241521485193,-7255.157169711281,247114.90260069218,-2.9359448148842477
"GF10",1388534400000.0,2014,240220.0689823158,695392.8783817684,34.54451094485265,360.32355133490637,239859.7454309809,0.15022260224927517
"GF10",1420070400000.0,2015,243376.6276206611,695609.1502945537,34.9875540765391,3156.5586383453046,240220.0689823158,1.3140278627501685
"GF10",1451606400000.0,2016,241666.88469001977,689679.7248580637,35.0404508034153,-1709.7429306413396,243376.6276206611,-0.7025090894538278
"GF10",1483228800000.0,2017,237543.034267826,698917.1762007198,33.98729382487043,-4123.850422193762,241666.88469001977,-1.706419324883227
"GF10",1514764800000.0,2018,239310.15786988672,707433.189996761,33.827951706786955,1767.1236020607175,237543.034267826,0.74391724746107
"GF10",1546300800000.0,2019,238441.48976177446,715007.3288338899,33.348118284416785,-868.668108112266,239310.15786988672,-0.36298839792022625
"GF10",1577836800000.0,2020,241054.7272396362,837797.0563308417,28.772448580249602,2613.2374778617523,238441.48976177446,1.0959659245849467
"GF10",1609459200000.0,2021,252319.42032211824,837884.5692343368,30.113864079474457,11264.69308248203,241054.7272396362,4.673085324430757
