"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year","epoch"
"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs",323,5956,3,0,0,"M",0,"M",0,0,0,7288,0,"M",44,"M",2315,0,"M",85,"M",0,4921,10077,"L","L",317,0,6,6159,1238,22044,"GF01",2021,1609459200000.0
"GF0102"," Foreign Economic Aid",7,234,0,0,0,"M",0,"M",0,0,0,4311,0,"M",0,"M",2103,0,"M",0,"M",0,29,279,"L","L",7,0,0,29,0,6684,"GF01",2021,1609459200000.0
"GF0103"," General Services",87,563,1,0,0,"M",0,"M",0,0,0,526,0,"M",111,"M",2,0,"M",2,"M",0,1080,1037,"L","L",85,0,2,1080,0,2259,"GF01",2021,1609459200000.0
"GF0104"," Basic Research",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,12,"L","L",0,0,0,0,0,0,"GF01",2021,1609459200000.0
"GF0105"," Research and Development General Public Services",275,8,0,0,0,"M",0,"M",0,0,0,3,0,"M",0,"M",25,0,"M",0,"M",0,72,243,"L","L",275,0,0,72,0,383,"GF01",2021,1609459200000.0
"GF0106"," General Public Services not elsewhere classified",46,397,8,0,0,"M",0,"M",0,0,0,-66,0,"M",-66,"M",204,0,"M",204,"M",0,579,907,"L","L",43,0,3,579,0,1168,"GF01",2021,1609459200000.0
"GF0107"," Public Debt Transactions",0,0,0,63722,0,"M",10,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,84,84,"L","L",0,0,0,84,0,63806,"GF01",2021,1609459200000.0
"GF0108"," Transfers between different levels of Government",0,0,0,0,0,"M",0,"M",0,0,0,14672,0,"M",14672,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,14672,"GF01",2021,1609459200000.0
"GF0201"," Military Defence",11020,15136,0,0,0,"M",0,"M",0,0,0,208,0,"M",0,"M",0,0,"M",0,"M",0,18392,42453,"L","L",11037,0,-17,18392,0,44756,"GF02",2021,1609459200000.0
"GF0202"," Civil Defence",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,0,"GF02",2021,1609459200000.0
"GF0203"," Foreign Military Aid",4,46,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,560,692,"L","L",4,0,0,560,0,610,"GF02",2021,1609459200000.0
"GF0204"," Research and Development Defence",1630,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,1773,2404,"L","L",1630,0,0,1773,0,3403,"GF02",2021,1609459200000.0
"GF0205"," Defence not elsewhere classified",1,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,216,256,"L","L",1,0,0,216,0,217,"GF02",2021,1609459200000.0
