"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year","epoch"
"GF0605"," Research and Development Housing & Community amenities",5,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",8,0,"M",0,"M",0,4,4,"L","L",5,0,0,4,0,17,"GF06",2003,1041379200000.0
"GF0606"," Housing & Community amenities not elsewhere classified",0,37,0,0,0,"M",0,"M",0,0,0,14,0,"M",0,"M",219,0,"M",163,"M",0,56,85,"L","L",0,0,0,56,0,326,"GF06",2003,1041379200000.0
"GF0701"," Medical Products appliances and equipment",0,0,3,0,0,"M",0,"M",0,7373,7373,0,0,"M",0,"M",0,0,"M",0,"M",0,1300,8673,"L","L",0,0,0,1300,0,8676,"GF07",2003,1041379200000.0
"GF0702"," Outpatient Services",-2,0,0,0,0,"M",0,"M",0,7277,7277,4,0,"M",0,"M",2,0,"M",0,"M",0,4820,12163,"L","L",-2,0,0,4820,0,12101,"GF07",2003,1041379200000.0
"GF0703"," Hospital Services",3313,37557,0,0,0,"M",0,"M",0,1850,1850,1152,0,"M",761,"M",210,0,"M",53,"M",0,6494,48693,"L","L",3423,0,-110,6494,0,50576,"GF07",2003,1041379200000.0
"GF0704"," Public Health Services",0,1,21,0,0,"M",0,"M",0,128,128,23,0,"M",0,"M",0,0,"M",0,"M",0,26,155,"L","L",0,0,0,26,0,199,"GF07",2003,1041379200000.0
"GF0705"," Research and Development Health",798,131,0,0,0,"M",0,"M",0,0,0,8,0,"M",0,"M",176,0,"M",0,"M",0,443,478,"L","L",798,0,0,443,0,1556,"GF07",2003,1041379200000.0
"GF0706"," Health not elsewhere classified",0,6,0,0,0,"M",0,"M",0,0,0,655,0,"M",0,"M",164,0,"M",33,"M",0,3,11,"L","L",0,0,0,3,0,828,"GF07",2003,1041379200000.0
"GF0801"," Recreational & Sporting Services",23,18,0,0,0,"M",0,"M",0,0,0,160,0,"M",4,"M",312,0,"M",25,"M",0,119,125,"L","L",18,0,5,119,0,632,"GF08",2003,1041379200000.0
"GF0802"," Cultural Services",123,466,1,0,0,"M",0,"M",0,0,0,685,0,"M",58,"M",500,0,"M",108,"M",0,645,832,"L","L",122,0,1,645,0,2420,"GF08",2003,1041379200000.0
"GF0803"," Broadcasting & Publishing Services",224,1011,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,2243,3428,"L","L",224,0,0,2243,0,3478,"GF08",2003,1041379200000.0
"GF0804"," Religious & Other Community Services",0,1,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",9,0,"M",0,"M",0,0,1,"L","L",0,0,0,0,0,10,"GF08",2003,1041379200000.0
"GF0805"," Research and Development Recreation,  Culture & Religion",3,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,2,68,"L","L",3,0,0,2,0,5,"GF08",2003,1041379200000.0
"GF0806"," Recreation, Culture & Religion not elsewhere classified",1,24,0,0,0,"M",0,"M",0,0,0,14,0,"M",0,"M",0,0,"M",0,"M",0,31,111,"L","L",1,0,0,31,0,70,"GF08",2003,1041379200000.0
"GF0901"," Pre-primary  & Primary Education",0,409,0,0,0,"M",0,"M",0,0,0,1691,0,"M",1141,"M",391,0,"M",362,"M",0,132,541,"L","L",0,0,0,132,0,2623,"GF09",2003,1041379200000.0
"GF0902"," Secondary Education",168,445,0,0,0,"M",0,"M",0,0,0,1978,0,"M",1505,"M",462,0,"M",417,"M",0,40,483,"L","L",168,0,0,40,0,3093,"GF09",2003,1041379200000.0
"GF0903"," Post-Secondary Non-Tertiary Education",26,136,0,0,0,"M",0,"M",0,0,0,6206,0,"M",360,"M",310,0,"M",0,"M",0,102,282,"L","L",26,0,0,102,0,6780,"GF09",2003,1041379200000.0
"GF0904"," Tertiary Education",5,37,0,0,0,"M",0,"M",0,0,0,6744,0,"M",521,"M",926,0,"M",0,"M",0,305,291,"L","L",5,0,0,305,0,8017,"GF09",2003,1041379200000.0
"GF0905"," Education not Definable by Level",35,76,190,0,0,"M",0,"M",0,0,0,1638,0,"M",78,"M",87,0,"M",0,"M",0,1145,1117,"L","L",35,0,0,1145,0,3171,"GF09",2003,1041379200000.0
"GF0906"," Subsidiary Services to Education",0,69,0,0,0,"M",0,"M",0,0,0,251,0,"M",62,"M",71,0,"M",18,"M",0,108,177,"L","L",0,0,0,108,0,499,"GF09",2003,1041379200000.0
"GF0907"," Research and Development Education",47,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,23,37,"L","L",47,0,0,23,0,70,"GF09",2003,1041379200000.0
"GF0908"," Education not elsewhere classified",73,359,0,0,0,"M",0,"M",0,0,0,26704,0,"M",25273,"M",2242,0,"M",2042,"M",0,399,783,"L","L",73,0,0,399,0,29777,"GF09",2003,1041379200000.0
"GF1001"," Sickness & Disability",17,722,0,0,0,"M",0,"M",23793,0,23793,1094,0,"M",1079,"M",0,0,"M",0,"M",0,429,1131,"L","L",17,0,0,429,0,26055,"GF10",2003,1041379200000.0
"GF1002"," Old Age",3,662,0,0,0,"M",0,"M",69180,0,69180,331,0,"M",207,"M",0,0,"M",0,"M",0,63,678,"L","L",3,0,0,63,0,70239,"GF10",2003,1041379200000.0
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",1858,0,1858,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1858,"GF10",2003,1041379200000.0
"GF1004"," Family & Children",1,288,0,0,0,"M",0,"M",22557,0,22557,602,0,"M",584,"M",16,0,"M",16,"M",0,22,314,"L","L",1,0,0,22,0,23486,"GF10",2003,1041379200000.0
"GF1005"," Unemployment",0,927,0,0,0,"M",0,"M",3056,0,3056,0,0,"M",0,"M",0,0,"M",0,"M",0,235,978,"L","L",0,0,0,235,0,4218,"GF10",2003,1041379200000.0
"GF1006"," Housing",4,22,0,0,0,"M",0,"M",311,0,311,16801,0,"M",16791,"M",176,0,"M",0,"M",0,15,42,"L","L",4,0,0,15,0,17329,"GF10",2003,1041379200000.0
"GF1007"," Social Exclusion not elsewhere classified",0,1,18,0,0,"M",0,"M",11958,0,11958,399,0,"M",326,"M",4,0,"M",4,"M",0,179,180,"L","L",0,0,0,179,0,12559,"GF10",2003,1041379200000.0
"GF1008"," Research and Development Social Protection",5,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,1,5,"L","L",5,0,0,1,0,6,"GF10",2003,1041379200000.0
"GF1009"," Social Protection not elsewhere classified",39,375,0,0,0,"M",0,"M",90,0,90,715,0,"M",64,"M",163,0,"M",0,"M",0,3150,3109,"L","L",39,0,0,3150,0,4532,"GF10",2003,1041379200000.0
