"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year","epoch"
"GF0903"," Post-Secondary Non-Tertiary Education",9,163,0,0,0,"M",0,"M",0,0,0,8735,0,"M",409,"M",483,0,"M",0,"M",0,91,300,"L","L",9,0,0,91,0,9481,"GF09",2005,1104537600000.0
"GF0904"," Tertiary Education",3,42,0,0,0,"M",0,"M",0,0,0,7753,0,"M",239,"M",1337,0,"M",0,"M",0,338,325,"L","L",3,0,0,338,0,9473,"GF09",2005,1104537600000.0
"GF0905"," Education not Definable by Level",19,85,206,0,0,"M",0,"M",0,0,0,1269,0,"M",21,"M",45,0,"M",2,"M",0,1105,1029,"L","L",19,0,0,1105,0,2729,"GF09",2005,1104537600000.0
"GF0906"," Subsidiary Services to Education",0,84,0,0,0,"M",0,"M",0,0,0,370,0,"M",112,"M",21,0,"M",8,"M",0,174,258,"L","L",0,0,0,174,0,649,"GF09",2005,1104537600000.0
"GF0907"," Research and Development Education",43,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,23,40,"L","L",44,0,-1,23,0,66,"GF09",2005,1104537600000.0
"GF0908"," Education not elsewhere classified",80,387,0,0,0,"M",0,"M",0,0,0,29998,0,"M",29458,"M",2720,0,"M",2485,"M",0,425,842,"L","L",80,0,0,425,0,33610,"GF09",2005,1104537600000.0
"GF1001"," Sickness & Disability",11,842,0,0,0,"M",0,"M",25717,0,25717,1081,0,"M",1015,"M",0,0,"M",0,"M",0,558,1309,"L","L",11,0,0,558,0,28209,"GF10",2005,1104537600000.0
"GF1002"," Old Age",46,656,111,0,0,"M",0,"M",78578,0,78578,0,0,"M",0,"M",0,0,"M",0,"M",0,217,862,"L","L",46,0,0,217,0,79608,"GF10",2005,1104537600000.0
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",1549,0,1549,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1549,"GF10",2005,1104537600000.0
"GF1004"," Family & Children",3,313,0,0,0,"M",0,"M",28162,0,28162,542,0,"M",453,"M",247,0,"M",19,"M",0,191,480,"L","L",3,0,0,191,0,29458,"GF10",2005,1104537600000.0
"GF1005"," Unemployment",0,1139,0,0,0,"M",0,"M",2724,0,2724,0,0,"M",0,"M",0,0,"M",0,"M",0,370,996,"L","L",0,0,0,370,0,4233,"GF10",2005,1104537600000.0
"GF1006"," Housing",0,22,0,0,0,"M",0,"M",356,0,356,20816,0,"M",20795,"M",73,0,"M",0,"M",0,11,37,"L","L",0,0,0,11,0,21278,"GF10",2005,1104537600000.0
"GF1007"," Social Exclusion not elsewhere classified",0,1,61,0,0,"M",0,"M",11117,0,11117,297,0,"M",219,"M",45,0,"M",41,"M",0,200,202,"L","L",0,0,0,200,0,11721,"GF10",2005,1104537600000.0
"GF1008"," Research and Development Social Protection",9,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,1,0,"L","L",9,0,0,1,0,10,"GF10",2005,1104537600000.0
"GF1009"," Social Protection not elsewhere classified",79,392,0,0,0,"M",0,"M",42,0,42,708,0,"M",74,"M",117,0,"M",0,"M",0,2668,2920,"L","L",79,0,0,2668,0,4006,"GF10",2005,1104537600000.0
