"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year","epoch"
"GF0404"," Mining, manufacturing and construction",0,0,63,0,0,"M",0,"M",0,0,0,26,0,"M",0,"M",0,0,"M",0,"M",0,12,12,"L","L",0,0,0,12,0,101,"GF04",2001,978307200000.0
"GF0405"," Transport",687,358,1814,0,0,"M",0,"M",0,0,0,1096,0,"M",1015,"M",2874,0,"M",1832,"M",0,2163,3855,"L","L",790,0,-103,2163,0,8992,"GF04",2001,978307200000.0
"GF0406"," Communication",9,21,77,0,0,"M",0,"M",0,0,0,15,0,"M",0,"M",159,0,"M",0,"M",0,77,26,"L","L",9,0,0,77,0,358,"GF04",2001,978307200000.0
"GF0407"," Other Industries",0,16,58,0,0,"M",0,"M",0,0,0,19,0,"M",0,"M",2,0,"M",0,"M",0,125,127,"L","L",0,0,0,125,0,220,"GF04",2001,978307200000.0
"GF0408"," Research and Development Economic Affairs",759,109,66,0,0,"M",0,"M",0,0,0,78,0,"M",0,"M",938,0,"M",0,"M",0,359,293,"L","L",759,0,0,359,0,2309,"GF04",2001,978307200000.0
"GF0409"," Economic Affairs not elsewhere classified",9,63,0,0,0,"M",0,"M",0,0,0,96,0,"M",0,"M",112,0,"M",31,"M",0,291,351,"L","L",9,0,0,291,0,571,"GF04",2001,978307200000.0
"GF0501"," Waste Management",256,7,68,0,0,"M",0,"M",0,0,0,5,0,"M",5,"M",310,0,"M",0,"M",0,129,239,"L","L",256,0,0,129,0,775,"GF05",2001,978307200000.0
"GF0502"," Water Waste Management",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",1,0,"M",0,"M",0,5,5,"L","L",0,0,0,5,0,6,"GF05",2001,978307200000.0
"GF0503"," Pollution Abatement",0,3,0,0,0,"M",0,"M",0,0,0,1,0,"M",1,"M",155,0,"M",0,"M",0,243,246,"L","L",0,0,0,243,0,402,"GF05",2001,978307200000.0
"GF0504"," Protection of biodiversity and landscape",13,37,0,0,0,"M",0,"M",0,0,0,93,0,"M",35,"M",27,0,"M",0,"M",0,145,158,"L","L",22,0,-9,145,0,315,"GF05",2001,978307200000.0
"GF0505"," Research and Development Environmental Protection",147,54,0,0,0,"M",0,"M",0,0,0,1,0,"M",0,"M",54,0,"M",0,"M",0,35,78,"L","L",147,0,0,35,0,291,"GF05",2001,978307200000.0
"GF0506"," Environmental Protection not elsewhere classified",81,321,-22,0,0,"M",0,"M",0,0,0,62,0,"M",0,"M",72,0,"M",48,"M",0,231,637,"L","L",81,0,0,231,0,745,"GF05",2001,978307200000.0
"GF0601"," Housing Development",-16,41,606,0,0,"M",0,"M",0,0,0,298,0,"M",166,"M",1979,0,"M",683,"M",0,19,274,"L","L",-16,0,0,19,0,2927,"GF06",2001,978307200000.0
"GF0602"," Community Development",-4,10,27,0,0,"M",0,"M",0,0,0,168,0,"M",72,"M",82,0,"M",63,"M",0,35,56,"L","L",3,0,-7,35,0,318,"GF06",2001,978307200000.0
"GF0603"," Water supply",106,72,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",6,0,"M",0,"M",0,31,166,"L","L",106,0,0,31,0,215,"GF06",2001,978307200000.0
"GF0604"," Street Lighting",3,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,5,25,"L","L",3,0,0,5,0,8,"GF06",2001,978307200000.0
"GF0605"," Research and Development Housing & Community amenities",8,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",6,0,"M",0,"M",0,5,4,"L","L",8,0,0,5,0,19,"GF06",2001,978307200000.0
"GF0606"," Housing & Community amenities not elsewhere classified",0,22,0,0,0,"M",0,"M",0,0,0,3,0,"M",0,"M",188,0,"M",132,"M",0,13,34,"L","L",0,0,0,13,0,226,"GF06",2001,978307200000.0
"GF0701"," Medical Products appliances and equipment",0,0,0,0,0,"M",0,"M",0,5853,5853,0,0,"M",0,"M",0,0,"M",0,"M",0,860,6713,"L","L",0,0,0,860,0,6713,"GF07",2001,978307200000.0
"GF0702"," Outpatient Services",32,53,0,0,0,"M",0,"M",0,6194,6194,0,0,"M",0,"M",4,0,"M",0,"M",0,2943,9249,"L","L",32,0,0,2943,0,9226,"GF07",2001,978307200000.0
"GF0703"," Hospital Services",2810,30213,0,0,0,"M",0,"M",0,922,922,932,0,"M",558,"M",95,0,"M",0,"M",0,7470,41179,"L","L",2985,0,-175,7470,0,42442,"GF07",2001,978307200000.0
"GF0704"," Public Health Services",0,1,32,0,0,"M",0,"M",0,101,101,21,0,"M",0,"M",0,0,"M",0,"M",0,12,114,"L","L",0,0,0,12,0,167,"GF07",2001,978307200000.0
"GF0705"," Research and Development Health",614,88,0,0,0,"M",0,"M",0,0,0,5,0,"M",0,"M",168,0,"M",0,"M",0,312,279,"L","L",614,0,0,312,0,1187,"GF07",2001,978307200000.0
"GF0706"," Health not elsewhere classified",0,0,0,0,0,"M",0,"M",0,0,0,739,0,"M",0,"M",25,0,"M",2,"M",0,4,8,"L","L",0,0,0,4,0,768,"GF07",2001,978307200000.0
"GF0801"," Recreational & Sporting Services",14,9,0,0,0,"M",0,"M",0,0,0,148,0,"M",1,"M",186,0,"M",8,"M",0,42,39,"L","L",10,0,4,42,0,399,"GF08",2001,978307200000.0
"GF0802"," Cultural Services",84,256,1,0,0,"M",0,"M",0,0,0,780,0,"M",47,"M",408,0,"M",49,"M",0,435,447,"L","L",84,0,0,435,0,1964,"GF08",2001,978307200000.0
"GF0803"," Broadcasting & Publishing Services",180,1009,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,1753,2917,"L","L",180,0,0,1753,0,2942,"GF08",2001,978307200000.0
"GF0804"," Religious & Other Community Services",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",1,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1,"GF08",2001,978307200000.0
"GF0805"," Research and Development Recreation,  Culture & Religion",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",1,0,"M",0,"M",0,0,91,"L","L",0,0,0,0,0,1,"GF08",2001,978307200000.0
"GF0806"," Recreation, Culture & Religion not elsewhere classified",38,14,0,0,0,"M",0,"M",0,0,0,6,0,"M",0,"M",0,0,"M",0,"M",0,17,83,"L","L",38,0,0,17,0,75,"GF08",2001,978307200000.0
"GF0901"," Pre-primary  & Primary Education",0,312,0,0,0,"M",0,"M",0,0,0,1262,0,"M",1160,"M",384,0,"M",361,"M",0,107,419,"L","L",0,0,0,107,0,2065,"GF09",2001,978307200000.0
"GF0902"," Secondary Education",20,333,0,0,0,"M",0,"M",0,0,0,365,0,"M",37,"M",576,0,"M",550,"M",0,-16,317,"L","L",20,0,0,-16,0,1278,"GF09",2001,978307200000.0
"GF0903"," Post-Secondary Non-Tertiary Education",92,125,0,0,0,"M",0,"M",0,0,0,5242,0,"M",0,"M",146,0,"M",0,"M",0,82,148,"L","L",92,0,0,82,0,5687,"GF09",2001,978307200000.0
"GF0904"," Tertiary Education",0,22,0,0,0,"M",0,"M",0,0,0,5700,0,"M",455,"M",608,0,"M",0,"M",0,260,248,"L","L",0,0,0,260,0,6590,"GF09",2001,978307200000.0
"GF0905"," Education not Definable by Level",11,62,204,0,0,"M",0,"M",0,0,0,850,0,"M",161,"M",115,0,"M",0,"M",0,929,905,"L","L",11,0,0,929,0,2171,"GF09",2001,978307200000.0
"GF0906"," Subsidiary Services to Education",0,51,0,0,0,"M",0,"M",0,0,0,51,0,"M",19,"M",11,0,"M",2,"M",0,101,152,"L","L",0,0,0,101,0,214,"GF09",2001,978307200000.0
"GF0907"," Research and Development Education",59,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,45,44,"L","L",59,0,0,45,0,104,"GF09",2001,978307200000.0
"GF0908"," Education not elsewhere classified",73,274,0,0,0,"M",0,"M",0,0,0,21811,0,"M",20962,"M",1087,0,"M",999,"M",0,290,577,"L","L",73,0,0,290,0,23535,"GF09",2001,978307200000.0
"GF1001"," Sickness & Disability",37,451,0,0,0,"M",0,"M",22420,0,22420,401,0,"M",387,"M",0,0,"M",0,"M",0,152,635,"L","L",37,0,0,152,0,23461,"GF10",2001,978307200000.0
"GF1002"," Old Age",0,373,0,0,0,"M",0,"M",62693,0,62693,1255,0,"M",951,"M",0,0,"M",0,"M",0,46,296,"L","L",0,0,0,46,0,64367,"GF10",2001,978307200000.0
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",1794,0,1794,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1794,"GF10",2001,978307200000.0
"GF1004"," Family & Children",0,231,0,0,0,"M",0,"M",14960,0,14960,240,0,"M",226,"M",0,0,"M",0,"M",0,43,274,"L","L",0,0,0,43,0,15474,"GF10",2001,978307200000.0
"GF1005"," Unemployment",0,190,0,0,0,"M",0,"M",3079,0,3079,0,0,"M",0,"M",0,0,"M",0,"M",0,28,203,"L","L",0,0,0,28,0,3297,"GF10",2001,978307200000.0
"GF1006"," Housing",3,23,0,0,0,"M",0,"M",297,0,297,13835,0,"M",13830,"M",17,0,"M",17,"M",0,29,60,"L","L",3,0,0,29,0,14204,"GF10",2001,978307200000.0
"GF1007"," Social Exclusion not elsewhere classified",0,0,0,0,0,"M",0,"M",11323,0,11323,213,0,"M",152,"M",8,0,"M",8,"M",0,116,115,"L","L",0,0,0,116,0,11660,"GF10",2001,978307200000.0
"GF1008"," Research and Development Social Protection",21,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,11,6,"L","L",21,0,0,11,0,32,"GF10",2001,978307200000.0
"GF1009"," Social Protection not elsewhere classified",104,1044,0,0,0,"M",0,"M",98,0,98,160,0,"M",31,"M",130,0,"M",0,"M",0,1889,2931,"L","L",104,0,0,1889,0,3425,"GF10",2001,978307200000.0
