"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year","epoch"
"GF0204"," Research and Development Defence",489,0,5,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,257,449,"L","L",489,0,0,257,0,751,"GF02",1996,820454400000.0
"GF0205"," Defence not elsewhere classified",-74,0,0,0,0,"M",0,"M",0,0,0,194,0,"M",0,"M",0,0,"M",0,"M",0,1007,1027,"L","L",-74,0,0,1007,0,1127,"GF02",1996,820454400000.0
"GF0301"," Police services",202,698,0,0,0,"M",0,"M",0,0,0,4105,0,"M",4105,"M",113,0,"M",67,"M",0,207,968,"L","L",202,0,0,207,0,5325,"GF03",1996,820454400000.0
"GF0302"," Fire protection services",11,2,0,0,0,"M",0,"M",0,0,0,12,0,"M",12,"M",4,0,"M",0,"M",0,4,10,"L","L",11,0,0,4,0,33,"GF03",1996,820454400000.0
"GF0303"," Law Courts",90,590,0,0,0,"M",0,"M",0,0,0,317,0,"M",288,"M",39,0,"M",28,"M",0,2017,2472,"L","L",90,0,0,2017,0,3053,"GF03",1996,820454400000.0
"GF0304"," Prisons",166,1048,0,0,0,"M",0,"M",0,0,0,44,0,"M",0,"M",0,0,"M",0,"M",0,625,1734,"L","L",166,0,0,625,0,1883,"GF03",1996,820454400000.0
"GF0305"," Research and Development public order and safety",34,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,16,15,"L","L",34,0,0,16,0,50,"GF03",1996,820454400000.0
"GF0306"," Public order and safety not elsewhere classified",11,66,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,217,290,"L","L",11,0,0,217,0,294,"GF03",1996,820454400000.0
"GF0401"," General economic, commercial and labour affairs",118,756,157,0,0,"M",0,"M",0,0,0,813,0,"M",150,"M",675,0,"M",404,"M",0,286,1213,"L","L",118,0,0,286,0,2805,"GF04",1996,820454400000.0
"GF0402"," Agriculture, forestry, fishing and hunting",16,397,234,0,0,"M",0,"M",0,0,0,26,0,"M",8,"M",16,0,"M",0,"M",0,743,1101,"L","L",16,0,0,743,0,1432,"GF04",1996,820454400000.0
"GF0403"," Fuel and Energy",11,0,56,0,0,"M",0,"M",0,0,0,6,0,"M",0,"M",349,0,"M",0,"M",0,217,205,"L","L",11,0,0,217,0,639,"GF04",1996,820454400000.0
"GF0404"," Mining, manufacturing and construction",0,46,69,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,228,269,"L","L",0,0,0,228,0,343,"GF04",1996,820454400000.0
"GF0405"," Transport",1940,280,1506,0,0,"M",0,"M",0,0,0,435,0,"M",349,"M",2221,0,"M",111,"M",0,727,2143,"L","L",1839,0,101,727,0,7109,"GF04",1996,820454400000.0
"GF0406"," Communication",11,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",77,0,"M",0,"M",0,52,33,"L","L",11,0,0,52,0,140,"GF04",1996,820454400000.0
"GF0407"," Other Industries",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,36,32,"L","L",0,0,0,36,0,36,"GF04",1996,820454400000.0
"GF0408"," Research and Development Economic Affairs",347,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",756,0,"M",0,"M",0,102,186,"L","L",347,0,0,102,0,1205,"GF04",1996,820454400000.0
"GF0409"," Economic Affairs not elsewhere classified",11,0,0,0,0,"M",0,"M",0,0,0,148,0,"M",4,"M",116,0,"M",28,"M",0,92,98,"L","L",11,0,0,92,0,367,"GF04",1996,820454400000.0
"GF0501"," Waste Management",11,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,97,181,"L","L",11,0,0,97,0,108,"GF05",1996,820454400000.0
"GF0502"," Water Waste Management",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,0,"GF05",1996,820454400000.0
"GF0503"," Pollution Abatement",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",56,0,"M",0,"M",0,37,37,"L","L",0,0,0,37,0,93,"GF05",1996,820454400000.0
"GF0504"," Protection of biodiversity and landscape",14,0,0,0,0,"M",0,"M",0,0,0,66,0,"M",36,"M",9,0,"M",0,"M",0,42,44,"L","L",14,0,0,42,0,131,"GF05",1996,820454400000.0
"GF0505"," Research and Development Environmental Protection",75,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",23,0,"M",0,"M",0,9,39,"L","L",75,0,0,9,0,107,"GF05",1996,820454400000.0
"GF0506"," Environmental Protection not elsewhere classified",75,13,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",43,0,"M",30,"M",0,70,179,"L","L",75,0,0,70,0,201,"GF05",1996,820454400000.0
"GF0601"," Housing Development",127,140,920,0,0,"M",0,"M",0,0,0,12,0,"M",0,"M",2849,0,"M",1797,"M",0,275,723,"L","L",127,0,0,275,0,4323,"GF06",1996,820454400000.0
"GF0602"," Community Development",11,0,95,0,0,"M",0,"M",0,0,0,177,0,"M",141,"M",67,0,"M",55,"M",0,110,131,"L","L",11,0,0,110,0,460,"GF06",1996,820454400000.0
"GF0603"," Water supply",90,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",25,0,"M",0,"M",0,0,40,"L","L",90,0,0,0,0,115,"GF06",1996,820454400000.0
"GF0604"," Street Lighting",11,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,22,41,"L","L",11,0,0,22,0,33,"GF06",1996,820454400000.0
"GF0605"," Research and Development Housing & Community amenities",10,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,7,4,"L","L",10,0,0,7,0,17,"GF06",1996,820454400000.0
"GF0606"," Housing & Community amenities not elsewhere classified",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",124,0,"M",88,"M",0,11,11,"L","L",0,0,0,11,0,135,"GF06",1996,820454400000.0
"GF0701"," Medical Products appliances and equipment",0,0,0,0,0,"M",0,"M",0,4041,4041,0,0,"M",0,"M",0,0,"M",0,"M",0,18,4144,"L","L",0,0,0,18,0,4059,"GF07",1996,820454400000.0
"GF0702"," Outpatient Services",31,0,0,0,0,"M",0,"M",0,3554,3554,0,0,"M",0,"M",381,0,"M",0,"M",0,42,3758,"L","L",31,0,0,42,0,4008,"GF07",1996,820454400000.0
"GF0703"," Hospital Services",2164,23667,0,0,0,"M",0,"M",0,354,354,942,0,"M",713,"M",27,0,"M",0,"M",0,8652,34373,"L","L",2179,0,-15,8652,0,35806,"GF07",1996,820454400000.0
"GF0704"," Public Health Services",0,0,0,0,0,"M",0,"M",0,96,96,13,0,"M",0,"M",0,0,"M",0,"M",0,4,102,"L","L",0,0,0,4,0,113,"GF07",1996,820454400000.0
"GF0705"," Research and Development Health",348,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",118,0,"M",0,"M",0,138,14,"L","L",348,0,0,138,0,604,"GF07",1996,820454400000.0
"GF0706"," Health not elsewhere classified",0,0,0,0,0,"M",0,"M",0,0,0,99,0,"M",0,"M",9,0,"M",0,"M",0,0,6,"L","L",0,0,0,0,0,108,"GF07",1996,820454400000.0
"GF0801"," Recreational & Sporting Services",22,0,0,0,0,"M",0,"M",0,0,0,18,0,"M",0,"M",70,0,"M",13,"M",0,23,21,"L","L",22,0,0,23,0,133,"GF08",1996,820454400000.0
"GF0802"," Cultural Services",50,0,5,0,0,"M",0,"M",0,0,0,447,0,"M",38,"M",159,0,"M",30,"M",0,274,198,"L","L",45,0,5,274,0,935,"GF08",1996,820454400000.0
"GF0803"," Broadcasting & Publishing Services",165,1112,83,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,1262,2465,"L","L",165,0,0,1262,0,2622,"GF08",1996,820454400000.0
"GF0804"," Religious & Other Community Services",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,0,"GF08",1996,820454400000.0
"GF0805"," Research and Development Recreation,  Culture & Religion",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,235,"L","L",0,0,0,0,0,0,"GF08",1996,820454400000.0
"GF0806"," Recreation, Culture & Religion not elsewhere classified",124,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",179,0,"M",32,"M",0,11,21,"L","L",124,0,0,11,0,314,"GF08",1996,820454400000.0
"GF0901"," Pre-primary  & Primary Education",0,192,0,0,0,"M",0,"M",0,0,0,646,0,"M",552,"M",301,0,"M",261,"M",0,115,304,"L","L",0,0,0,115,0,1254,"GF09",1996,820454400000.0
"GF0902"," Secondary Education",37,1586,0,0,0,"M",0,"M",0,0,0,418,0,"M",69,"M",470,0,"M",419,"M",0,53,1644,"L","L",37,0,0,53,0,2564,"GF09",1996,820454400000.0
"GF0903"," Post-Secondary Non-Tertiary Education",76,83,0,0,0,"M",0,"M",0,0,0,2444,0,"M",0,"M",48,0,"M",0,"M",0,78,119,"L","L",76,0,0,78,0,2729,"GF09",1996,820454400000.0
"GF0904"," Tertiary Education",0,16,0,0,0,"M",0,"M",0,0,0,4187,0,"M",795,"M",131,0,"M",0,"M",0,204,198,"L","L",0,0,0,204,0,4538,"GF09",1996,820454400000.0
"GF0905"," Education not Definable by Level",11,42,171,0,0,"M",0,"M",0,0,0,989,0,"M",196,"M",44,0,"M",0,"M",0,800,780,"L","L",11,0,0,800,0,2057,"GF09",1996,820454400000.0
"GF0906"," Subsidiary Services to Education",0,42,0,0,0,"M",0,"M",0,0,0,5,0,"M",0,"M",4,0,"M",0,"M",0,92,131,"L","L",0,0,0,92,0,143,"GF09",1996,820454400000.0
"GF0907"," Research and Development Education",40,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,21,18,"L","L",40,0,0,21,0,61,"GF09",1996,820454400000.0
"GF0908"," Education not elsewhere classified",69,184,0,0,0,"M",0,"M",0,0,0,16181,0,"M",15702,"M",839,0,"M",738,"M",0,293,469,"L","L",69,0,0,293,0,17566,"GF09",1996,820454400000.0
"GF1001"," Sickness & Disability",31,417,0,0,0,"M",0,"M",19505,0,19505,469,0,"M",428,"M",0,0,"M",0,"M",0,175,611,"L","L",31,0,0,175,0,20597,"GF10",1996,820454400000.0
"GF1002"," Old Age",0,218,0,0,0,"M",0,"M",47717,0,47717,748,0,"M",682,"M",0,0,"M",0,"M",0,0,298,"L","L",0,0,0,0,0,48683,"GF10",1996,820454400000.0
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",1515,0,1515,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1515,"GF10",1996,820454400000.0
"GF1004"," Family & Children",0,218,0,0,0,"M",0,"M",14084,0,14084,0,0,"M",0,"M",0,0,"M",0,"M",0,0,217,"L","L",0,0,0,0,0,14302,"GF10",1996,820454400000.0
"GF1005"," Unemployment",0,873,0,0,0,"M",0,"M",3628,0,3628,0,0,"M",0,"M",0,0,"M",0,"M",0,81,940,"L","L",0,0,0,81,0,4582,"GF10",1996,820454400000.0
"GF1006"," Housing",11,20,0,0,0,"M",0,"M",2301,0,2301,11030,0,"M",11030,"M",13,0,"M",13,"M",0,72,94,"L","L",11,0,0,72,0,13447,"GF10",1996,820454400000.0
"GF1007"," Social Exclusion not elsewhere classified",0,0,0,0,0,"M",0,"M",9400,0,9400,455,0,"M",420,"M",13,0,"M",13,"M",0,80,78,"L","L",0,0,0,80,0,9948,"GF10",1996,820454400000.0
"GF1008"," Research and Development Social Protection",11,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,-8,"L","L",11,0,0,0,0,11,"GF10",1996,820454400000.0
"GF1009"," Social Protection not elsewhere classified",90,237,0,0,0,"M",0,"M",119,0,119,0,0,"M",0,"M",48,0,"M",0,"M",0,1370,1642,"L","L",90,0,0,1370,0,1864,"GF10",1996,820454400000.0
