"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year","epoch"
"GF0205"," Defence not elsewhere classified",19,243,0,0,0,"M",0,"M",0,0,0,25,0,"M",0,"M",0,0,"M",0,"M",0,272,569,"L","L",19,0,0,272,0,559,"GF02",2010,1262304000000.0
"GF0301"," Police services",445,1705,0,0,0,"M",0,"M",0,0,0,8365,0,"M",7915,"M",267,0,"M",204,"M",0,3143,4810,"L","L",445,0,0,3143,0,13925,"GF03",2010,1262304000000.0
"GF0302"," Fire protection services",-14,74,-1,0,0,"M",0,"M",0,0,0,25,0,"M",19,"M",73,0,"M",61,"M",0,137,213,"L","L",-14,0,0,137,0,294,"GF03",2010,1262304000000.0
"GF0303"," Law Courts",478,2919,1,0,0,"M",0,"M",0,0,0,132,0,"M",5,"M",0,0,"M",0,"M",0,4971,7001,"L","L",478,0,0,4971,0,8501,"GF03",2010,1262304000000.0
"GF0304"," Prisons",318,2140,1,0,0,"M",0,"M",0,0,0,4,0,"M",0,"M",0,0,"M",0,"M",0,2428,4702,"L","L",318,0,0,2428,0,4891,"GF03",2010,1262304000000.0
"GF0305"," Research and Development public order and safety",33,20,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,5,29,"L","L",33,0,0,5,0,58,"GF03",2010,1262304000000.0
"GF0306"," Public order and safety not elsewhere classified",-1,127,0,0,0,"M",0,"M",0,0,0,329,0,"M",325,"M",0,0,"M",0,"M",0,365,312,"L","L",-1,0,0,365,0,820,"GF03",2010,1262304000000.0
"GF0401"," General economic, commercial and labour affairs",197,2541,144,0,0,"M",0,"M",0,0,0,1542,0,"M",391,"M",1803,0,"M",869,"M",0,3943,3653,"L","L",235,0,-38,3943,0,10170,"GF04",2010,1262304000000.0
"GF0402"," Agriculture, forestry, fishing and hunting",61,659,537,0,0,"M",0,"M",0,0,0,121,0,"M",0,"M",120,0,"M",3,"M",0,978,1521,"L","L",60,0,1,978,0,2476,"GF04",2010,1262304000000.0
"GF0403"," Fuel and Energy",1,28,1243,0,0,"M",0,"M",0,0,0,77,0,"M",0,"M",3,0,"M",0,"M",0,293,308,"L","L",1,0,0,293,0,1645,"GF04",2010,1262304000000.0
"GF0404"," Mining, manufacturing and construction",0,0,168,0,0,"M",0,"M",0,0,0,18,0,"M",0,"M",3,0,"M",0,"M",0,3,1,"L","L",0,0,0,3,0,192,"GF04",2010,1262304000000.0
"GF0405"," Transport",6287,2101,2315,0,0,"M",0,"M",0,0,0,3805,0,"M",3713,"M",1799,0,"M",1409,"M",0,2535,4649,"L","L",6331,0,-44,2535,0,18842,"GF04",2010,1262304000000.0
"GF0406"," Communication",0,5,154,0,0,"M",0,"M",0,0,0,6,0,"M",0,"M",68,0,"M",0,"M",0,47,1,"L","L",0,0,0,47,0,280,"GF04",2010,1262304000000.0
"GF0407"," Other Industries",0,43,5,0,0,"M",0,"M",0,0,0,15,0,"M",0,"M",53,0,"M",34,"M",0,105,125,"L","L",0,0,0,105,0,221,"GF04",2010,1262304000000.0
"GF0408"," Research and Development Economic Affairs",1045,209,1265,0,0,"M",0,"M",0,0,0,424,0,"M",165,"M",2365,0,"M",198,"M",0,408,620,"L","L",1045,0,0,408,0,5716,"GF04",2010,1262304000000.0
"GF0409"," Economic Affairs not elsewhere classified",21,217,0,0,0,"M",0,"M",0,0,0,76,0,"M",0,"M",188,0,"M",9,"M",0,204,419,"L","L",21,0,0,204,0,706,"GF04",2010,1262304000000.0
"GF0501"," Waste Management",1181,137,0,0,0,"M",0,"M",0,0,0,147,0,"M",97,"M",90,0,"M",82,"M",0,1938,1316,"L","L",1250,0,-69,1938,0,3493,"GF05",2010,1262304000000.0
"GF0502"," Water Waste Management",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",2,0,"M",0,"M",0,13,132,"L","L",0,0,0,13,0,15,"GF05",2010,1262304000000.0
"GF0503"," Pollution Abatement",0,24,0,0,0,"M",0,"M",0,0,0,70,0,"M",0,"M",269,0,"M",5,"M",0,145,159,"L","L",0,0,0,145,0,508,"GF05",2010,1262304000000.0
"GF0504"," Protection of biodiversity and landscape",13,191,24,0,0,"M",0,"M",0,0,0,98,0,"M",69,"M",12,0,"M",6,"M",0,305,450,"L","L",13,0,0,305,0,643,"GF05",2010,1262304000000.0
"GF0505"," Research and Development Environmental Protection",397,123,0,0,0,"M",0,"M",0,0,0,40,0,"M",0,"M",124,0,"M",0,"M",0,98,108,"L","L",397,0,0,98,0,782,"GF05",2010,1262304000000.0
"GF0506"," Environmental Protection not elsewhere classified",196,632,9,0,0,"M",0,"M",0,0,0,80,0,"M",0,"M",710,0,"M",81,"M",0,494,926,"L","L",196,0,0,494,0,2121,"GF05",2010,1262304000000.0
"GF0601"," Housing Development",12,18,-437,0,0,"M",0,"M",0,0,0,63,0,"M",13,"M",5964,0,"M",1279,"M",0,117,134,"L","L",9,0,3,117,0,5737,"GF06",2010,1262304000000.0
"GF0602"," Community Development",35,126,13,0,0,"M",0,"M",0,0,0,26094,0,"M",25999,"M",725,0,"M",477,"M",0,153,242,"L","L",9,0,26,153,0,27146,"GF06",2010,1262304000000.0
"GF0603"," Water supply",189,56,0,0,0,"M",0,"M",0,0,0,2,0,"M",0,"M",0,0,"M",0,"M",0,172,288,"L","L",189,0,0,172,0,419,"GF06",2010,1262304000000.0
"GF0604"," Street Lighting",2,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,18,26,"L","L",2,0,0,18,0,20,"GF06",2010,1262304000000.0
"GF0605"," Research and Development Housing & Community amenities",4,0,0,0,0,"M",0,"M",0,0,0,4,0,"M",4,"M",0,0,"M",0,"M",0,4,4,"L","L",4,0,0,4,0,12,"GF06",2010,1262304000000.0
"GF0606"," Housing & Community amenities not elsewhere classified",0,48,0,0,0,"M",0,"M",0,0,0,47,0,"M",0,"M",248,0,"M",197,"M",0,40,81,"L","L",0,0,0,40,0,383,"GF06",2010,1262304000000.0
"GF0701"," Medical Products appliances and equipment",17,0,2,0,0,"M",0,"M",0,7782,7782,0,0,"M",0,"M",0,0,"M",0,"M",0,671,8376,"L","L",17,0,0,671,0,8472,"GF07",2010,1262304000000.0
"GF0702"," Outpatient Services",344,2375,0,0,0,"M",0,"M",0,10634,10634,52,0,"M",0,"M",75,0,"M",0,"M",0,4748,17958,"L","L",344,0,0,4748,0,18228,"GF07",2010,1262304000000.0
"GF0703"," Hospital Services",5532,50674,0,0,0,"M",0,"M",0,5357,5357,404,0,"M",155,"M",313,0,"M",97,"M",0,28257,88863,"L","L",5443,0,89,28257,0,90537,"GF07",2010,1262304000000.0
"GF0704"," Public Health Services",0,27,22,0,0,"M",0,"M",0,118,118,257,0,"M",245,"M",0,0,"M",0,"M",0,341,482,"L","L",0,0,0,341,0,765,"GF07",2010,1262304000000.0
"GF0705"," Research and Development Health",1598,183,0,0,0,"M",0,"M",0,0,0,19,0,"M",0,"M",471,0,"M",0,"M",0,982,853,"L","L",1598,0,0,982,0,3253,"GF07",2010,1262304000000.0
"GF0706"," Health not elsewhere classified",0,98,0,0,0,"M",0,"M",0,0,0,1058,0,"M",8,"M",1,0,"M",0,"M",0,43,-584,"L","L",0,0,0,43,0,1200,"GF07",2010,1262304000000.0
"GF0801"," Recreational & Sporting Services",1551,55,0,0,0,"M",0,"M",0,0,0,408,0,"M",101,"M",-46,0,"M",-28,"M",0,143,355,"L","L",1541,0,10,143,0,2111,"GF08",2010,1262304000000.0
"GF0802"," Cultural Services",246,585,9,0,0,"M",0,"M",0,0,0,724,0,"M",63,"M",329,0,"M",145,"M",0,756,1081,"L","L",246,0,0,756,0,2649,"GF08",2010,1262304000000.0
"GF0803"," Broadcasting & Publishing Services",118,1217,104,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,2553,3905,"L","L",118,0,0,2553,0,3992,"GF08",2010,1262304000000.0
"GF0804"," Religious & Other Community Services",3,15,0,0,0,"M",0,"M",0,0,0,17,0,"M",0,"M",3,0,"M",0,"M",0,9,24,"L","L",3,0,0,9,0,47,"GF08",2010,1262304000000.0
"GF0805"," Research and Development Recreation,  Culture & Religion",17,4,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",136,0,"M",0,"M",0,9,36,"L","L",17,0,0,9,0,166,"GF08",2010,1262304000000.0
"GF0806"," Recreation, Culture & Religion not elsewhere classified",3,34,0,0,0,"M",0,"M",0,0,0,11,0,"M",0,"M",0,0,"M",0,"M",0,50,142,"L","L",3,0,0,50,0,98,"GF08",2010,1262304000000.0
"GF0901"," Pre-primary  & Primary Education",22,517,0,0,0,"M",0,"M",18,0,18,628,0,"M",542,"M",913,0,"M",912,"M",0,178,697,"L","L",22,0,0,178,0,2276,"GF09",2010,1262304000000.0
"GF0902"," Secondary Education",491,2204,86,0,0,"M",0,"M",576,0,576,4727,0,"M",3903,"M",1387,0,"M",465,"M",0,598,2921,"L","L",491,0,0,598,0,10069,"GF09",2010,1262304000000.0
"GF0903"," Post-Secondary Non-Tertiary Education",0,1,0,0,0,"M",0,"M",0,0,0,9471,0,"M",93,"M",0,0,"M",0,"M",0,0,27,"L","L",0,0,0,0,0,9472,"GF09",2010,1262304000000.0
"GF0904"," Tertiary Education",3,100,12,0,0,"M",0,"M",3,0,3,10896,0,"M",0,"M",1925,0,"M",0,"M",0,479,453,"L","L",3,0,0,479,0,13418,"GF09",2010,1262304000000.0
"GF0905"," Education not Definable by Level",31,80,243,0,0,"M",0,"M",0,0,0,697,0,"M",212,"M",78,0,"M",5,"M",0,1211,1143,"L","L",31,0,0,1211,0,2340,"GF09",2010,1262304000000.0
"GF0906"," Subsidiary Services to Education",0,221,161,0,0,"M",0,"M",3,0,3,552,0,"M",117,"M",4,0,"M",0,"M",0,492,712,"L","L",0,0,0,492,0,1433,"GF09",2010,1262304000000.0
"GF0907"," Research and Development Education",7,0,0,0,0,"M",0,"M",0,0,0,2,0,"M",0,"M",0,0,"M",0,"M",0,7,32,"L","L",7,0,0,7,0,16,"GF09",2010,1262304000000.0
"GF0908"," Education not elsewhere classified",51,401,0,0,0,"M",0,"M",3,0,3,37850,0,"M",37029,"M",5541,0,"M",5087,"M",0,360,835,"L","L",51,0,0,360,0,44206,"GF09",2010,1262304000000.0
"GF1001"," Sickness & Disability",0,471,0,0,0,"M",0,"M",32827,0,32827,1320,0,"M",1083,"M",118,0,"M",117,"M",0,244,658,"L","L",0,0,0,244,0,34980,"GF10",2010,1262304000000.0
"GF1002"," Old Age",11,636,698,0,0,"M",0,"M",106590,0,106590,1,0,"M",0,"M",1,0,"M",0,"M",0,353,1012,"L","L",11,0,0,353,0,108290,"GF10",2010,1262304000000.0
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",2141,0,2141,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,2141,"GF10",2010,1262304000000.0
"GF1004"," Family & Children",15,358,0,0,0,"M",0,"M",26201,0,26201,1843,0,"M",1711,"M",860,0,"M",437,"M",0,400,705,"L","L",15,0,0,400,0,29677,"GF10",2010,1262304000000.0
"GF1005"," Unemployment",0,801,0,0,0,"M",0,"M",5340,0,5340,0,0,"M",0,"M",0,0,"M",0,"M",0,600,1394,"L","L",0,0,0,600,0,6741,"GF10",2010,1262304000000.0
"GF1006"," Housing",0,0,0,0,0,"M",0,"M",593,0,593,28251,0,"M",28247,"M",170,0,"M",0,"M",0,3,3,"L","L",0,0,0,3,0,29017,"GF10",2010,1262304000000.0
"GF1007"," Social Exclusion not elsewhere classified",0,0,11,0,0,"M",0,"M",25862,0,25862,322,0,"M",251,"M",30,0,"M",23,"M",0,60,80,"L","L",0,0,0,60,0,26285,"GF10",2010,1262304000000.0
"GF1008"," Research and Development Social Protection",2,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,4,"L","L",2,0,0,0,0,2,"GF10",2010,1262304000000.0
"GF1009"," Social Protection not elsewhere classified",184,601,0,0,0,"M",0,"M",74,0,74,470,0,"M",47,"M",45,0,"M",0,"M",0,1437,1991,"L","L",184,0,0,1437,0,2811,"GF10",2010,1262304000000.0
