"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year","epoch"
"GF0406"," Communication",5,8,499,0,0,"M",0,"M",0,0,0,12,0,"M",0,"M",70,0,"M",0,"M",0,143,67,"L","L",5,0,0,143,0,737,"GF04",2007,1167609600000.0
"GF0407"," Other Industries",1,41,0,0,0,"M",0,"M",0,0,0,7,0,"M",0,"M",0,0,"M",0,"M",0,112,128,"L","L",1,0,0,112,0,161,"GF04",2007,1167609600000.0
"GF0408"," Research and Development Economic Affairs",1000,155,684,0,0,"M",0,"M",0,0,0,152,0,"M",0,"M",1870,0,"M",0,"M",0,420,490,"L","L",1000,0,0,420,0,4281,"GF04",2007,1167609600000.0
"GF0409"," Economic Affairs not elsewhere classified",26,141,147,0,0,"M",0,"M",0,0,0,47,0,"M",4,"M",147,0,"M",2,"M",0,249,385,"L","L",17,0,9,249,0,757,"GF04",2007,1167609600000.0
"GF0501"," Waste Management",1101,32,0,0,0,"M",0,"M",0,0,0,77,0,"M",72,"M",191,0,"M",70,"M",0,2097,868,"L","L",1101,0,0,2097,0,3498,"GF05",2007,1167609600000.0
"GF0502"," Water Waste Management",13,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",5,0,"M",0,"M",0,-5,103,"L","L",13,0,0,-5,0,13,"GF05",2007,1167609600000.0
"GF0503"," Pollution Abatement",0,17,0,0,0,"M",0,"M",0,0,0,1,0,"M",0,"M",32,0,"M",13,"M",0,141,156,"L","L",0,0,0,141,0,191,"GF05",2007,1167609600000.0
"GF0504"," Protection of biodiversity and landscape",18,187,43,0,0,"M",0,"M",0,0,0,84,0,"M",56,"M",10,0,"M",2,"M",0,340,448,"L","L",19,0,-1,340,0,682,"GF05",2007,1167609600000.0
"GF0505"," Research and Development Environmental Protection",303,121,0,0,0,"M",0,"M",0,0,0,43,0,"M",0,"M",104,0,"M",0,"M",0,70,134,"L","L",303,0,0,70,0,641,"GF05",2007,1167609600000.0
"GF0506"," Environmental Protection not elsewhere classified",56,533,0,0,0,"M",0,"M",0,0,0,113,0,"M",17,"M",754,0,"M",145,"M",0,375,911,"L","L",66,0,-10,375,0,1831,"GF05",2007,1167609600000.0
"GF0601"," Housing Development",279,72,238,0,0,"M",0,"M",0,0,0,271,0,"M",212,"M",5205,0,"M",2224,"M",0,168,272,"L","L",7,0,272,168,0,6233,"GF06",2007,1167609600000.0
"GF0602"," Community Development",96,60,9,0,0,"M",0,"M",0,0,0,558,0,"M",390,"M",306,0,"M",228,"M",0,112,160,"L","L",4,0,92,112,0,1141,"GF06",2007,1167609600000.0
"GF0603"," Water supply",79,58,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",3,0,"M",0,"M",0,125,198,"L","L",79,0,0,125,0,265,"GF06",2007,1167609600000.0
"GF0604"," Street Lighting",3,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,14,26,"L","L",3,0,0,14,0,17,"GF06",2007,1167609600000.0
"GF0605"," Research and Development Housing & Community amenities",3,0,0,0,0,"M",0,"M",0,0,0,11,0,"M",11,"M",13,0,"M",0,"M",0,3,4,"L","L",3,0,0,3,0,30,"GF06",2007,1167609600000.0
"GF0606"," Housing & Community amenities not elsewhere classified",1,45,0,0,0,"M",0,"M",0,0,0,53,0,"M",19,"M",150,0,"M",136,"M",0,66,86,"L","L",1,0,0,66,0,315,"GF06",2007,1167609600000.0
"GF0701"," Medical Products appliances and equipment",0,0,9,0,0,"M",0,"M",0,8235,8235,0,0,"M",0,"M",0,0,"M",0,"M",0,1790,9960,"L","L",0,0,0,1790,0,10034,"GF07",2007,1167609600000.0
"GF0702"," Outpatient Services",213,127,0,0,0,"M",0,"M",0,10141,10141,6,0,"M",0,"M",30,0,"M",0,"M",0,6235,16548,"L","L",213,0,0,6235,0,16752,"GF07",2007,1167609600000.0
"GF0703"," Hospital Services",3619,49060,0,0,0,"M",0,"M",0,3811,3811,1401,0,"M",1274,"M",140,0,"M",50,"M",0,13925,69477,"L","L",3611,0,8,13925,0,71956,"GF07",2007,1167609600000.0
"GF0704"," Public Health Services",0,8,25,0,0,"M",0,"M",0,99,99,31,0,"M",0,"M",0,0,"M",0,"M",0,93,195,"L","L",0,0,0,93,0,256,"GF07",2007,1167609600000.0
"GF0705"," Research and Development Health",995,175,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",269,0,"M",0,"M",0,503,688,"L","L",976,0,19,503,0,1942,"GF07",2007,1167609600000.0
"GF0706"," Health not elsewhere classified",0,10,17,0,0,"M",0,"M",0,0,0,968,0,"M",0,"M",107,0,"M",58,"M",0,4,14,"L","L",0,0,0,4,0,1106,"GF07",2007,1167609600000.0
"GF0801"," Recreational & Sporting Services",426,73,0,0,0,"M",0,"M",0,0,0,178,0,"M",19,"M",388,0,"M",76,"M",0,27,83,"L","L",417,0,9,27,0,1092,"GF08",2007,1167609600000.0
"GF0802"," Cultural Services",88,574,0,0,0,"M",0,"M",0,0,0,683,0,"M",61,"M",370,0,"M",116,"M",0,745,1074,"L","L",88,0,0,745,0,2460,"GF08",2007,1167609600000.0
"GF0803"," Broadcasting & Publishing Services",87,878,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,2728,3765,"L","L",87,0,0,2728,0,3693,"GF08",2007,1167609600000.0
"GF0804"," Religious & Other Community Services",0,1,0,0,0,"M",0,"M",0,0,0,13,0,"M",0,"M",0,0,"M",0,"M",0,0,1,"L","L",0,0,0,0,0,14,"GF08",2007,1167609600000.0
"GF0805"," Research and Development Recreation,  Culture & Religion",9,3,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",117,0,"M",0,"M",0,4,45,"L","L",9,0,0,4,0,133,"GF08",2007,1167609600000.0
"GF0806"," Recreation, Culture & Religion not elsewhere classified",7,37,0,0,0,"M",0,"M",0,0,0,25,0,"M",3,"M",2,0,"M",0,"M",0,43,147,"L","L",7,0,0,43,0,114,"GF08",2007,1167609600000.0
"GF0901"," Pre-primary  & Primary Education",2,463,0,0,0,"M",0,"M",0,0,0,2713,0,"M",2631,"M",728,0,"M",728,"M",0,156,619,"L","L",2,0,0,156,0,4062,"GF09",2007,1167609600000.0
"GF0902"," Secondary Education",414,996,0,0,0,"M",0,"M",584,0,584,2200,0,"M",2000,"M",610,0,"M",487,"M",0,171,1240,"L","L",414,0,0,171,0,4975,"GF09",2007,1167609600000.0
"GF0903"," Post-Secondary Non-Tertiary Education",4,140,0,0,0,"M",0,"M",3,0,3,7988,0,"M",335,"M",683,0,"M",0,"M",0,79,258,"L","L",4,0,0,79,0,8897,"GF09",2007,1167609600000.0
"GF0904"," Tertiary Education",4,82,0,0,0,"M",0,"M",3,0,3,8217,0,"M",0,"M",1574,0,"M",0,"M",0,415,492,"L","L",4,0,0,415,0,10295,"GF09",2007,1167609600000.0
"GF0905"," Education not Definable by Level",44,88,204,0,0,"M",0,"M",0,0,0,2259,0,"M",43,"M",43,0,"M",4,"M",0,1220,1183,"L","L",44,0,0,1220,0,3858,"GF09",2007,1167609600000.0
"GF0906"," Subsidiary Services to Education",4,71,0,0,0,"M",0,"M",3,0,3,200,0,"M",51,"M",11,0,"M",10,"M",0,164,234,"L","L",4,0,0,164,0,453,"GF09",2007,1167609600000.0
"GF0907"," Research and Development Education",45,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,29,46,"L","L",45,0,0,29,0,74,"GF09",2007,1167609600000.0
"GF0908"," Education not elsewhere classified",119,399,0,0,0,"M",0,"M",0,0,0,33714,0,"M",32138,"M",3278,0,"M",3196,"M",0,325,773,"L","L",119,0,0,325,0,37835,"GF09",2007,1167609600000.0
"GF1001"," Sickness & Disability",27,945,0,0,0,"M",0,"M",26608,0,26608,918,0,"M",752,"M",6,0,"M",5,"M",0,467,1233,"L","L",27,0,0,467,0,28971,"GF10",2007,1167609600000.0
"GF1002"," Old Age",62,632,514,0,0,"M",0,"M",87693,0,87693,136,0,"M",130,"M",0,0,"M",0,"M",0,297,921,"L","L",62,0,0,297,0,89334,"GF10",2007,1167609600000.0
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",1816,0,1816,1,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1817,"GF10",2007,1167609600000.0
"GF1004"," Family & Children",5,338,0,0,0,"M",0,"M",27515,0,27515,182,0,"M",87,"M",394,0,"M",57,"M",0,382,570,"L","L",5,0,0,382,0,28816,"GF10",2007,1167609600000.0
"GF1005"," Unemployment",0,1090,0,0,0,"M",0,"M",2663,0,2663,1,0,"M",0,"M",0,0,"M",0,"M",0,837,1380,"L","L",0,0,0,837,0,4591,"GF10",2007,1167609600000.0
"GF1006"," Housing",1,29,0,0,0,"M",0,"M",441,0,441,22135,0,"M",22141,"M",32,0,"M",31,"M",0,7,40,"L","L",1,0,0,7,0,22645,"GF10",2007,1167609600000.0
"GF1007"," Social Exclusion not elsewhere classified",0,1,45,0,0,"M",0,"M",15417,0,15417,706,0,"M",632,"M",20,0,"M",15,"M",0,179,294,"L","L",0,0,0,179,0,16368,"GF10",2007,1167609600000.0
"GF1008"," Research and Development Social Protection",4,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,4,"L","L",4,0,0,0,0,4,"GF10",2007,1167609600000.0
"GF1009"," Social Protection not elsewhere classified",5,396,0,0,0,"M",0,"M",197,0,197,782,0,"M",364,"M",107,0,"M",46,"M",0,1251,1278,"L","L",5,0,0,1251,0,2738,"GF10",2007,1167609600000.0
