"D1","D3","D4","D4.1","D4.3","D62","D632","D6M","D7","D7.1","D7.3","D9","D9.1","D9.3","D92","NP","OEC","OED","OTE","P2","P3","P5","P51G","P5LN","code","description","segment_code","year"
4831.05729825449,2.433373387300784,0.0,0.0,0.0,0.0,0.0,0.0,5911.475082216039,0.0,35.68947634707817,1877.7531305337718,0.0,68.94557930685555,0.0,4.866746774601568,4995.71556412851,1004.1720844927902,17880.42764988616,3991.5434796357195,8173.701207943333,257.12645459144954,0.0,261.9932013660511,"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs","GF01",2021
189.80312420946117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3496.757557551227,0.0,0.0,1705.7947444978497,0.0,0.0,0.0,0.0,23.522609410574248,0.0,5421.555906906147,23.522609410574248,226.30372501897293,5.677871237035163,0.0,5.677871237035163,"GF0102"," Foreign Economic Aid","GF01",2021
456.6630723501138,0.8111244624335947,0.0,0.0,0.0,0.0,0.0,0.0,426.6514672400708,0.0,90.034815330129,1.6222489248671894,0.0,1.6222489248671894,0.0,1.6222489248671894,876.0144194282823,0.0,1832.3301606374905,876.0144194282823,841.1360675436378,68.94557930685555,0.0,70.56782823172274,"GF0103"," General Services","GF01",2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.733493549203136,0.0,0.0,0.0,"GF0104"," Basic Research","GF01",2021
6.488995699468758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.433373387300784,0.0,0.0,20.278111560839868,0.0,0.0,0.0,0.0,58.40096129521882,0.0,310.6606691120668,58.40096129521882,197.1032443713635,223.05922716923854,0.0,223.05922716923854,"GF0105"," Research and Development General Public Services","GF01",2021
322.0164115861371,6.488995699468758,0.0,0.0,0.0,0.0,0.0,0.0,-53.53421452061725,0.0,-53.53421452061725,165.46939033645333,0.0,165.46939033645333,0.0,2.433373387300784,469.64106374905134,0.0,947.3933721224386,469.64106374905134,735.6898874272704,34.87835188464457,0.0,37.311725271945356,"GF0106"," General Public Services not elsewhere classified","GF01",2021
0.0,0.0,51686.47299519352,0.0,8.111244624335948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.13445484442195,0.0,51754.60745003795,68.13445484442195,68.13445484442195,0.0,0.0,0.0,"GF0107"," Public Debt Transactions","GF01",2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11900.818112825702,0.0,11900.818112825702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11900.818112825702,0.0,0.0,0.0,0.0,0.0,"GF0108"," Transfers between different levels of Government","GF01",2021
12277.17986339489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.7138881861877,0.0,0.0,0.0,0.0,0.0,0.0,-13.78911586137111,14918.201113078674,0.0,36302.686440677964,14918.201113078674,34434.6668036934,8952.380691879585,0.0,8938.591576018214,"GF0201"," Military Defence","GF02",2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"GF0202"," Civil Defence","GF02",2021
