"D1","D3","D4","D4.1","D4.3","D62","D632","D6M","D7","D7.1","D7.3","D9","D9.1","D9.3","D92","NP","OEC","OED","OTE","P2","P3","P5","P51G","P5LN","code","description","epoch","segment_code","year"
5408.033917082108,37.16110614001448,0.0,0.0,0.0,0.0,0.0,0.0,8748.161574843409,0.0,16.39460565000639,37.16110614001448,0.0,49.18381695001917,0.0,-3.2789211300012777,5931.568324172312,602.2285142102347,20730.43235757808,5329.339809962077,9342.739273083642,571.6252503302228,0.0,568.3463292002215,"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs",1136073600000.0,"GF01",2006
112.57629213004388,3.2789211300012777,0.0,0.0,0.0,0.0,0.0,0.0,3045.024756061187,0.0,0.0,2397.9843197409346,0.0,52.46273808002044,0.0,0.0,112.57629213004388,0.0,5691.114107972218,112.57629213004388,256.8488218501001,19.673526780007666,0.0,19.673526780007666,"GF0102"," Foreign Economic Aid",1136073600000.0,"GF01",2006
330.0780604201286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.18168648003748,0.0,0.0,31.696237590012352,0.0,0.0,0.0,0.0,269.9645063701052,0.0,784.7551237803059,269.9645063701052,448.1192211001746,56.83463292002215,0.0,56.83463292002215,"GF0103"," General Services",1136073600000.0,"GF01",2006
7.650815970002982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.696237590012352,0.0,216.40879458008433,31.696237590012352,68.85734373002684,177.061741020069,0.0,177.061741020069,"GF0104"," Basic Research",1136073600000.0,"GF01",2006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.022710810004686,0.0,0.0,0.0,0.0,14.208658230005538,0.0,46.99786953001832,14.208658230005538,18.58055307000724,20.766500490008095,0.0,20.766500490008095,"GF0105"," Research and Development General Public Services",1136073600000.0,"GF01",2006
60.11355405002343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.23136904001022,0.0,26.23136904001022,0.0,0.0,126.78495036004941,0.0,215.3158208700839,126.78495036004941,163.9460565000639,2.185947420000852,0.0,2.185947420000852,"GF0106"," General Public Services not elsewhere classified",1136073600000.0,"GF01",2006
0.0,0.0,32834.0232221228,0.0,27.32434275001065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.94818697004558,0.0,32950.97140909284,116.94818697004558,116.94818697004558,0.0,0.0,0.0,"GF0107"," Public Debt Transactions",1136073600000.0,"GF01",2006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38690.17636030508,0.0,38690.17636030508,46.99786953001832,0.0,46.99786953001832,0.0,0.0,0.0,0.0,38737.174229835095,0.0,0.0,0.0,0.0,0.0,"GF0108"," Transfers between different levels of Government",1136073600000.0,"GF01",2006
11066.358813754314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.022710810004686,0.0,0.0,0.0,0.0,0.0,0.0,-52.46273808002044,12360.439686394817,0.0,30688.51582939196,12360.439686394817,29729.977885721586,7302.157356512846,0.0,7249.694618432825,"GF0201"," Military Defence",1136073600000.0,"GF02",2006
5.46486855000213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.673526780007666,0.0,19.673526780007666,9.836763390003833,0.0,9.836763390003833,0.0,0.0,20.766500490008095,0.0,64.48544889002514,20.766500490008095,43.71894840001704,8.743789680003408,0.0,8.743789680003408,"GF0202"," Civil Defence",1136073600000.0,"GF02",2006
185.8055307000724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1613.2291959606287,0.0,1799.0347266607012,1613.2291959606287,1823.0801482807105,0.0,0.0,0.0,"GF0203"," Foreign Military Aid",1136073600000.0,"GF02",2006
13.11568452000511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.371894840001704,0.0,0.0,0.0,0.0,449.2121948101751,0.0,1154.18023776045,449.2121948101751,741.0361753802888,687.480463590268,0.0,687.480463590268,"GF0204"," Research and Development Defence",1136073600000.0,"GF02",2006
1497.3739827005836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.8076611700541,0.0,0.0,5.46486855000213,0.0,0.0,0.0,0.0,738.850227960288,0.0,2700.7380374110526,738.850227960288,2306.174528100899,320.2412970301248,0.0,320.2412970301248,"GF0205"," Defence not elsewhere classified",1136073600000.0,"GF02",2006
1548.7437470706036,-12.022710810004686,0.0,0.0,0.0,0.0,0.0,0.0,8016.962162853125,0.0,7953.5696876731,222.9666368400869,0.0,207.66500490008093,0.0,0.0,2310.5464229409004,0.0,12471.92300481486,2310.5464229409004,3638.509480591418,384.72674592014994,0.0,384.72674592014994,"GF0301"," Police services",1136073600000.0,"GF03",2006
68.85734373002684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.952447910008946,0.0,21.85947420000852,24.04542162000937,0.0,4.371894840001704,0.0,0.0,66.67139631002598,0.0,186.89850441007283,66.67139631002598,134.4357663300524,4.371894840001704,0.0,4.371894840001704,"GF0302"," Fire protection services",1136073600000.0,"GF03",2006
2817.6862243810983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.17742554007413,0.0,115.85521326004515,1.092973710000426,0.0,1.092973710000426,0.0,0.0,5289.992756402062,0.0,8474.918147343304,5289.992756402062,7082.46964080276,175.96876731006859,0.0,175.96876731006859,"GF0303"," Law Courts",1136073600000.0,"GF03",2006
