"D1","D3","D4","D4.1","D4.3","D62","D632","D6M","D7","D7.1","D7.3","D9","D9.1","D9.3","D92","NP","OEC","OED","OTE","P2","P3","P5","P51G","P5LN","code","description","segment_code","year"
4661.849987081216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5799.145207131169,0.0,0.0,161.71330634742915,0.0,34.46349151666523,0.0,37.11452932563948,4354.329601240203,699.8739815692016,15401.204151235897,3654.455619671002,7107.432365859961,387.0515201102403,0.0,424.16604943587976,"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs","GF01",1997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1293.7064507794332,0.0,49.0441994660236,744.9416243217638,0.0,217.38510033588838,0.0,0.0,70.25250193781758,0.0,2149.9916630781154,70.25250193781758,102.06495564550858,41.09108603910085,0.0,41.09108603910085,"GF0102"," Foreign Economic Aid","GF01",1997
0.0,2.6510378089742486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.302075617948497,0.0,0.0,0.0,0.0,185.5726466281974,0.0,193.52576005512014,185.5726466281974,132.55189044871244,0.0,0.0,0.0,"GF0103"," General Services","GF01",1997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.302075617948497,0.0,0.0,0.0,0.0,14.580707949358366,0.0,75.55457755576609,14.580707949358366,23.859340280768237,55.67179398845922,0.0,55.67179398845922,"GF0104"," Basic Research","GF01",1997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953113426922746,0.0,22.533821376281114,7.953113426922746,10.604151235896994,14.580707949358366,0.0,14.580707949358366,"GF0105"," Research and Development General Public Services","GF01",1997
35.789010421152355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.906226853845492,0.0,15.906226853845492,0.0,0.0,128.57533373525106,0.0,180.27057101024891,128.57533373525106,128.57533373525106,0.0,0.0,0.0,"GF0106"," General Public Services not elsewhere classified","GF01",1997
0.0,0.0,39675.4318491086,0.0,76.88009646025321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.604151235896994,0.0,39664.82769787271,-10.604151235896994,-10.604151235896994,0.0,0.0,0.0,"GF0107"," Public Debt Transactions","GF01",1997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31376.35798811472,0.0,31376.35798811472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31376.35798811472,0.0,0.0,0.0,0.0,0.0,"GF0108"," Transfers between different levels of Government","GF01",1997
11969.435707518733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.859340280768237,0.0,0.0,0.0,0.0,0.0,0.0,29.161415898716733,8827.955903884247,0.0,27780.22520024115,8827.955903884247,26605.815450865557,6929.812832658686,0.0,6958.9742485574025,"GF0201"," Military Defence","GF02",1997
5.302075617948497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3255189044871243,0.0,1.3255189044871243,0.0,0.0,0.0,0.0,0.0,25.184859185255362,0.0,31.812453707690985,25.184859185255362,35.789010421152355,0.0,0.0,0.0,"GF0202"," Civil Defence","GF02",1997
