"D1","D3","D4","D4.1","D4.3","D62","D632","D6M","D7","D7.1","D7.3","D9","D9.1","D9.3","D92","NP","OEC","OED","OTE","P2","P3","P5","P51G","P5LN","code","description","epoch","segment_code","year"
4325.410096588476,40.27610981586335,0.0,0.0,0.0,0.0,0.0,0.0,6650.440072322406,0.0,26.850739877242233,136.69467573868772,0.0,131.81272303373458,0.0,24.409763524765665,4982.032735404672,666.3865442261027,16884.23343008041,4315.64619117857,8578.811390778894,724.9699766855402,0.0,749.379740210306,"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs",1009843200000.0,"GF01",2002
64.68587334062902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2189.5557881714803,0.0,3.66146452871485,1075.2500832659275,0.0,102.5210068040158,0.0,0.0,61.024408811914164,0.0,3433.233239758291,61.024408811914164,169.64785649712138,42.71708616833992,0.0,42.71708616833992,"GF0102"," Foreign Economic Aid",1009843200000.0,"GF01",2002
273.38935147737544,2.4409763524765666,0.0,0.0,0.0,0.0,0.0,0.0,53.70147975448447,0.0,0.0,4.881952704953133,0.0,0.0,0.0,0.0,272.1688633011372,0.0,600.4801827092354,272.1688633011372,430.832326212114,-6.102440881191416,0.0,-6.102440881191416,"GF0103"," General Services",1009843200000.0,"GF01",2002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4409763524765666,0.0,0.0,0.0,0.0,29.2917162297188,0.0,84.21368416044155,29.2917162297188,37.83513346338678,52.48099157824618,0.0,52.48099157824618,"GF0104"," Basic Research",1009843200000.0,"GF01",2002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.763905409906267,0.0,0.0,0.0,0.0,14.6458581148594,0.0,45.158062520816486,14.6458581148594,15.866346291097683,20.748298996050817,0.0,20.748298996050817,"GF0105"," Research and Development General Public Services",1009843200000.0,"GF01",2002
53.70147975448447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.425369938621117,0.0,13.425369938621117,0.0,0.0,56.142456106961035,0.0,128.15125850501974,56.142456106961035,109.8439358614455,4.881952704953133,0.0,4.881952704953133,"GF0106"," General Public Services not elsewhere classified",1009843200000.0,"GF01",2002
0.0,0.0,27369.447352143503,0.0,91.53661321787125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.512204405957082,0.0,27338.935147737546,-30.512204405957082,-30.512204405957082,0.0,0.0,0.0,"GF0107"," Public Debt Transactions",1009843200000.0,"GF01",2002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32408.843031831377,0.0,32408.843031831377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32408.843031831377,0.0,0.0,0.0,0.0,0.0,"GF0108"," Transfers between different levels of Government",1009843200000.0,"GF01",2002
10720.76814007708,7.3229290574297,0.0,0.0,0.0,0.0,0.0,0.0,12.204881762382833,0.0,0.0,0.0,0.0,0.0,0.0,28.071228053480517,8940.075890945425,0.0,26766.52619308179,8940.075890945425,26784.833515725364,7058.083123185992,0.0,7086.154351239473,"GF0201"," Military Defence",1009843200000.0,"GF02",2002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2204881762382833,0.0,1.2204881762382833,0.0,0.0,0.0,0.0,0.0,3.66146452871485,0.0,4.881952704953133,3.66146452871485,3.66146452871485,0.0,0.0,0.0,"GF0202"," Civil Defence",1009843200000.0,"GF02",2002
